Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,,,,
314,41091,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,70,50,110,39,845,57,10,35,227,22,,,,
314,41091,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,70,40,130,60,1070,72,18,32,227,40,,,,
636,41091,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,90,40,170,76,613,93,28,31,227,62,,,,
740,41091,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,20,20,30,18,486,26,5,9,227,17,,,,
614,41091,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,10,40,40,50,23,868,34,6,16,227,18,,,,
740,41091,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,90,160,100,250,114,822,172,37,104,227,68,,,,
513,41091,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,120,170,110,290,141,692,195,43,128,227,67,,,,
216,41091,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,160,180,120,340,145,1304,146,40,81,227,65,,,,
513,41091,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,80,30,130,51,419,64,19,11,227,53,,,,
614,41091,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,40,70,40,110,47,420,63,15,20,227,43,,,,
513,41091,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,30,50,30,80,34,432,51,10,18,227,33,,,,
330,41091,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,40,50,0,90,39,517,56,36,-9,227,65,,,,
920,41091,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,30,60,40,90,39,380,65,12,29,227,36,,,,
262,41091,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,50,70,60,120,59,870,85,16,58,227,27,,,,
920,41091,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,40,10,70,36,462,54,11,21,226,33,,,,
608,41091,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,40,50,0,90,47,622,66,42,-6,226,72,,,,
608,41091,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,90,130,90,220,86,1081,103,26,56,226,47,,,,
920,41091,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,80,60,130,50,587,65,16,36,225,29,,,,
920,41091,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,70,20,130,59,403,74,22,18,225,56,,,,
262,41091,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,130,180,60,310,124,717,173,112,32,225,141,,,,
920,41091,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,100,130,80,230,97,575,130,32,71,225,59,,,,
203,41091,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,30,60,50,90,35,894,52,9,32,225,20,,,,
860,41091,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,30,20,50,20,814,31,5,15,225,16,,,,
959,41091,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,50,80,40,130,76,613,93,28,32,224,61,,,,
959,41091,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,40,60,40,100,60,1070,72,18,33,224,39,,,,
860,41091,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,40,70,20,110,47,622,66,42,-5,224,71,,,,
203,41091,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,50,20,90,43,388,57,14,16,224,41,,,,
203,41091,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,80,130,90,210,90,1148,135,29,75,224,60,,,,
386,41091,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,40,70,50,110,45,885,65,12,41,224,24,,,,
954,41091,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,60,90,70,150,59,870,85,16,58,224,27,,,,
863,41091,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,50,30,80,50,587,65,16,36,224,29,,,,
904,41091,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,60,30,100,59,403,74,22,19,224,55,,,,
904,41091,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,60,80,50,140,86,1081,103,26,55,224,48,,,,
386,41091,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,110,180,60,290,124,717,173,112,32,224,141,,,,
863,41091,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,90,130,80,220,97,575,130,32,71,224,59,,,,
904,41091,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,100,170,120,270,114,822,172,37,104,224,68,,,,
727,41091,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,130,180,130,310,141,692,195,43,129,224,66,,,,
413,41091,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,20,40,30,60,23,868,34,6,16,224,18,,,,
339,41091,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,10,30,20,40,18,486,26,5,9,224,17,,,,
978,41091,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,30,50,20,80,51,419,64,19,11,224,53,,,,
978,41091,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,30,70,20,100,39,560,72,36,7,224,65,,,,
617,41091,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,130,150,100,280,145,1304,146,40,81,224,65,,,,
508,41091,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,40,590,560,630,52,-1493,613,17,564,223,49,,,,
603,41091,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,40,30,60,25,854,36,7,17,223,19,,,,
603,41091,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,559,43,0,31,223,12,,,,
603,41091,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,40,10,60,36,252,46,13,0,223,46,,,,
603,41091,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,50,80,10,130,59,338,82,53,-1,223,83,,,,
603,41091,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,30,50,10,80,40,219,49,15,0,223,49,,,,
603,41091,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,50,90,70,140,61,329,90,19,49,223,41,,,,
603,41091,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,60,90,60,150,64,467,96,21,43,223,53,,,,
212,41091,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,130,200,160,330,127,1007,185,35,138,223,47,,,,
518,41091,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,110,160,120,270,104,952,152,29,111,223,41,,,,
315,41091,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,90,150,120,240,94,608,136,26,98,223,38,,,,
516,41091,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,200,410,310,610,270,1781,523,102,388,223,135,,,,
716,41091,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,190,-40,-110,150,260,3076,-62,80,-164,223,102,,,,
585,41091,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,250,280,190,530,266,1355,280,74,182,222,98,,,,
347,41091,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,150,-80,-240,70,162,2321,-85,147,-266,222,181,,,,
845,41091,East,Major Market,Colombian,Beans,Coffee,New York,Regular,340,520,370,860,364,2654,548,127,370,222,178,,,,
318,41091,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,70,110,90,180,59,870,85,16,58,222,27,,,,
318,41091,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,50,70,50,120,40,843,59,11,36,221,23,,,,
318,41091,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,60,40,100,46,587,60,15,32,221,28,,,,
318,41091,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,90,40,160,76,613,93,28,31,221,62,,,,
985,41091,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,40,50,0,90,47,-395,66,42,-6,221,72,,,,
225,41091,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,30,50,30,80,39,380,65,12,30,221,35,,,,
225,41091,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,40,20,70,36,462,54,11,21,221,33,,,,
505,41091,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,150,60,10,210,120,1334,49,37,-11,221,60,,,,
505,41091,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,80,120,70,200,64,467,96,21,44,221,52,,,,
505,41091,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,20,30,20,50,25,854,36,7,17,220,19,,,,
505,41091,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,30,40,20,70,34,1010,41,10,10,220,31,,,,
505,41091,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,30,40,10,70,40,-258,49,15,1,220,48,,,,
505,41091,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,50,70,0,120,59,338,82,53,-1,220,83,,,,
505,41091,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,50,20,80,44,258,59,14,18,220,41,,,,
405,41091,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,20,50,40,70,23,868,34,6,16,220,18,,,,
580,41091,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,60,40,110,41,592,53,13,28,220,25,,,,
405,41091,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,110,180,60,290,124,717,173,112,32,220,141,,,,
405,41091,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,80,30,130,59,403,74,22,19,219,55,,,,
580,41091,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,120,160,110,280,141,-942,195,43,128,219,67,,,,
918,41091,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,20,20,30,18,486,26,5,9,219,17,,,,
580,41091,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,90,150,100,240,114,822,172,37,103,219,69,,,,
325,41091,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,100,140,110,240,87,564,112,28,71,219,41,,,,
430,41091,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,320,380,290,700,260,1319,307,80,206,219,101,,,,
281,41091,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,30,50,30,80,34,432,51,10,19,219,32,,,,
903,41091,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,40,60,30,100,47,420,63,15,20,219,43,,,,
281,41091,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,40,70,40,110,52,-456,79,17,30,219,49,,,,
210,41091,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,80,140,120,220,104,952,152,29,112,218,40,,,,
832,41091,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,80,110,90,190,94,608,136,26,98,218,38,,,,
435,41091,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,70,90,60,160,60,1070,72,18,32,218,40,,,,
801,41091,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,50,70,40,120,43,388,57,14,16,218,41,,,,
435,41091,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,50,80,60,130,61,329,90,19,48,218,42,,,,
435,41091,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,50,90,60,140,64,467,96,21,44,218,52,,,,
801,41091,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,100,40,-10,140,120,1334,49,37,-12,218,61,,,,
435,41091,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,30,60,10,90,59,338,82,53,0,218,82,,,,
435,41091,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,50,30,70,44,258,59,14,17,218,42,,,,
435,41091,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,20,40,20,60,40,219,49,15,1,218,48,,,,
435,41091,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,90,120,70,210,76,613,93,28,31,218,62,,,,
801,41091,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,30,60,50,90,39,845,57,10,36,215,21,,,,
801,41091,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,60,40,100,46,587,60,15,32,215,28,,,,
801,41091,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,30,50,40,80,35,894,52,9,31,214,21,,,,
209,41091,West,Major Market,Amaretto,Beans,Coffee,California,Regular,190,-90,-150,100,154,1832,-67,49,-138,214,71,,,,
707,41091,West,Major Market,Colombian,Beans,Coffee,California,Regular,450,690,530,1140,364,2654,548,127,370,214,178,,,,
805,41091,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,100,170,150,270,127,1007,185,35,139,214,46,,,,
650,41091,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,220,270,200,490,260,1319,307,80,205,214,102,,,,
831,41091,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,70,100,70,170,87,564,112,28,72,214,40,,,,
562,41091,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,60,110,100,170,104,952,152,29,112,213,40,,,,
831,41091,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,60,90,80,150,94,608,136,26,98,213,38,,,,
415,41091,West,Major Market,Green Tea,Leaves,Tea,California,Regular,30,50,20,80,52,668,79,17,30,213,49,,,,
707,41091,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,290,-40,-150,250,238,2797,-36,78,-157,213,121,,,,
818,41091,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,250,260,170,510,266,1819,266,74,167,213,99,,,,
562,41091,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,150,220,60,370,162,943,225,147,45,213,180,,,,
650,41091,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,270,380,260,650,291,1742,387,96,259,213,128,,,,
775,41091,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,60,20,100,36,252,46,13,-1,213,47,,,,
775,41091,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,130,210,70,340,162,943,225,147,45,213,180,,,,
775,41091,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,200,290,200,490,238,1190,329,78,208,213,121,,,,
775,41091,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,130,200,150,330,154,833,222,49,150,213,72,,,,
702,41091,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,190,270,190,460,291,1742,387,96,258,213,129,,,,
775,41091,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,170,190,130,360,266,1819,266,74,168,213,98,,,,
702,41091,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,170,-170,-250,0,270,5230,-270,102,-378,213,135,,,,
775,41091,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,40,50,30,90,34,1010,41,10,9,213,32,,,,
702,41091,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,559,43,0,32,213,11,,,,
775,41091,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,20,30,20,50,25,854,36,7,17,213,19,,,,
702,41091,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,30,20,40,20,808,29,5,12,213,17,,,,
971,41091,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,40,70,20,110,39,517,56,36,-10,213,66,,,,
971,41091,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,40,70,20,110,39,478,55,12,0,213,55,,,,
503,41091,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,40,40,60,30,829,44,8,24,213,20,,,,
503,41091,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,50,30,80,41,592,53,13,27,213,26,,,,
541,41091,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,10,10,20,18,486,26,5,9,213,17,,,,
503,41091,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,70,120,80,190,114,822,172,37,104,213,68,,,,
503,41091,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,90,130,90,220,141,692,195,43,129,212,66,,,,
503,41091,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,40,60,40,100,34,432,51,10,18,212,33,,,,
971,41091,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,40,70,30,110,51,419,64,19,12,212,52,,,,
503,41091,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,40,60,30,100,47,420,63,15,20,212,43,,,,
541,41091,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,130,140,90,270,145,1304,146,40,81,212,65,,,,
425,41091,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,70,120,80,190,90,1148,135,29,75,212,60,,,,
509,41091,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,50,50,80,40,843,59,11,37,212,22,,,,
509,41091,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,20,50,30,70,39,380,65,12,29,212,36,,,,
509,41091,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,20,40,30,60,36,462,54,11,20,212,34,,,,
253,41091,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,30,40,0,70,47,622,66,42,-5,211,71,,,,
425,41091,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,100,160,120,260,86,463,125,27,75,211,50,,,,
360,41091,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,150,220,100,370,124,717,173,112,31,211,142,,,,
206,41091,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,40,70,50,110,50,587,65,16,36,211,29,,,,
206,41091,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,70,20,120,59,403,74,22,18,211,56,,,,
253,41091,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,80,100,70,180,86,1081,103,26,56,211,47,,,,
303,41122,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,130,80,250,145,1292,146,40,82,211,64,,,,
970,41122,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,30,40,0,70,37,513,52,33,-10,211,62,,,,
303,41122,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,30,60,30,90,46,415,62,15,20,211,42,,,,
720,41122,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,50,10,90,49,414,60,18,9,211,51,,,,
970,41122,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,30,50,20,80,41,1046,50,12,16,211,34,,,,
719,41122,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,50,80,50,130,68,587,87,22,53,211,34,,,,
720,41122,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,110,170,130,280,100,598,145,28,105,211,40,,,,
719,41122,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,90,50,150,52,662,79,17,30,211,49,,,,
719,41122,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,130,200,160,330,132,994,191,36,144,211,47,,,,
720,41122,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,130,180,140,310,123,941,178,34,133,211,45,,,,
719,41122,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,50,70,50,120,52,554,68,17,39,210,29,,,,
630,41122,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,100,160,140,260,123,941,178,34,132,210,46,,,,
847,41122,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,40,60,40,100,52,554,68,17,39,210,29,,,,
309,41122,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,110,170,140,280,132,994,191,36,143,210,48,,,,
217,41122,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,80,130,100,210,100,598,145,28,105,210,40,,,,
618,41122,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,40,70,30,110,52,662,79,17,30,210,49,,,,
630,41122,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,340,470,340,810,295,1714,392,97,262,210,130,,,,
847,41122,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,320,220,620,266,1797,266,74,167,210,99,,,,
630,41122,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,160,230,170,390,154,817,222,49,150,210,72,,,,
847,41122,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,200,290,190,490,196,1167,271,64,163,210,108,,,,
712,41122,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,250,350,250,600,295,1714,392,97,262,210,130,,,,
712,41122,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,130,200,150,330,154,817,222,49,151,210,71,,,,
515,41122,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,220,240,150,460,266,1797,266,74,167,210,99,,,,
515,41122,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,240,310,180,550,284,1809,348,107,207,210,141,,,,
712,41122,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,40,30,60,23,806,35,6,18,210,17,,,,
515,41122,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,516,43,0,31,210,12,,,,
563,41122,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,40,50,20,90,41,1007,49,12,15,210,34,,,,
641,41122,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,10,20,10,30,14,602,18,4,1,210,17,,,,
641,41122,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,40,30,60,25,851,38,7,19,210,19,,,,
314,41122,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,50,80,20,130,63,332,88,57,2,210,86,,,,
573,41122,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,100,20,-20,120,120,1439,19,37,-41,210,60,,,,
816,41122,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,60,30,90,45,253,60,14,19,210,41,,,,
660,41122,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,30,-10,50,29,215,36,11,-9,210,45,,,,
417,41122,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,38,248,48,14,1,209,47,,,,
314,41122,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,30,60,40,90,34,890,49,9,29,209,20,,,,
417,41122,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,30,60,50,90,32,841,48,8,28,208,20,,,,
417,41122,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,70,90,40,160,72,606,88,27,27,208,61,,,,
816,41122,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,50,60,30,110,50,1064,60,15,24,208,36,,,,
567,41122,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,20,20,30,16,484,25,4,9,208,16,,,,
330,41122,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,22,865,33,6,16,208,17,,,,
234,41122,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,90,160,100,250,114,810,172,37,103,208,69,,,,
330,41122,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,90,150,100,240,116,678,161,35,103,208,58,,,,
513,41122,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,160,180,120,340,145,1292,146,40,81,208,65,,,,
937,41122,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,70,20,120,49,414,60,18,8,208,52,,,,
234,41122,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,40,70,40,110,46,415,62,15,19,206,43,,,,
234,41122,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,30,50,30,80,34,428,51,10,19,206,32,,,,
614,41122,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,30,60,10,90,37,513,52,33,-11,206,63,,,,
715,41122,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,50,110,47,366,79,14,41,206,38,,,,
262,41122,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,50,80,70,130,63,864,91,17,63,206,28,,,,
920,41122,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,40,10,70,36,458,54,11,20,206,34,,,,
715,41122,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,30,60,10,90,44,617,61,39,-7,206,68,,,,
920,41122,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,110,150,100,260,103,1073,123,31,70,206,53,,,,
262,41122,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,30,50,30,80,30,581,39,9,18,206,21,,,,
715,41122,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,80,30,140,63,397,77,23,21,206,56,,,,
608,41122,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,140,190,60,330,133,705,184,120,35,206,149,,,,
414,41122,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,100,140,90,240,99,565,132,32,73,206,59,,,,
203,41122,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,30,50,40,80,34,890,49,9,28,205,21,,,,
959,41122,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,30,20,50,19,811,28,5,12,205,16,,,,
860,41122,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,50,70,30,120,72,606,88,27,28,205,60,,,,
959,41122,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,30,50,30,80,50,1064,60,15,24,205,36,,,,
860,41122,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,40,60,10,100,44,617,61,39,-8,205,69,,,,
203,41122,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,50,20,90,42,384,56,13,16,205,40,,,,
475,41122,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,80,130,90,210,90,1139,135,29,75,205,60,,,,
941,41122,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,40,80,60,120,46,880,68,12,44,205,24,,,,
904,41122,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,60,100,80,160,63,864,91,17,63,204,28,,,,
813,41122,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,20,30,20,50,30,581,39,9,18,204,21,,,,
305,41122,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,60,30,100,63,397,77,23,20,202,57,,,,
305,41122,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,70,100,70,170,103,1073,123,31,70,202,53,,,,
941,41122,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,120,190,60,310,133,705,184,120,35,202,149,,,,
850,41122,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,90,130,80,220,99,565,132,32,73,202,59,,,,
